DateTime,Open,High,Low,Close
20070810 07:00:00,661.35,676.15,657.65,672.40
20070813 07:00:00,672.17,672.37,667.87,668.88
20070814 07:00:00,668.93,670.97,665.27,668.65
20070815 07:00:00,668.67,670.71,661.45,667.37
20070816 07:00:00,667.10,668.72,641.72,652.10
20070817 07:00:00,652.07,662.65,645.50,657.20
20070820 07:00:00,657.17,660.02,653.05,657.09
20070821 07:00:00,656.99,659.46,654.29,656.75
20070822 07:00:00,656.89,661.37,654.03,660.32
20070823 07:00:00,660.34,664.58,657.87,659.63
20070824 07:00:00,659.54,668.56,656.87,667.60
20070827 07:00:00,667.65,668.30,665.40,666.99
20070828 07:00:00,666.95,667.82,661.61,661.94
20070829 07:00:00,661.93,668.34,661.01,666.91
20070830 07:00:00,667.00,667.42,663.21,664.72
20070831 07:00:00,664.69,674.51,664.10,672.76
20070903 07:00:00,672.35,673.41,670.58,671.82
20070904 07:00:00,671.74,682.91,671.03,681.24
20070905 07:00:00,681.19,682.70,677.80,681.41
20070906 07:00:00,681.38,697.42,680.54,694.91
20070907 07:00:00,694.90,706.70,691.51,700.37
20070910 07:00:00,700.25,706.45,698.72,702.52
20070911 07:00:00,702.46,713.50,701.82,712.12
20070912 07:00:00,712.14,713.80,705.29,711.06
20070913 07:00:00,710.97,712.05,702.98,707.85
20070914 07:00:00,707.78,716.86,703.39,707.11
20070917 07:00:00,706.45,719.54,705.86,717.40
20070918 07:00:00,717.39,726.79,711.86,723.25
20070919 07:00:00,723.22,726.03,719.82,720.93
20070920 07:00:00,720.78,738.21,720.50,733.33
20070921 07:00:00,733.29,739.04,726.47,730.85
20070924 07:00:00,730.55,735.91,726.48,729.96
20070925 07:00:00,729.88,733.43,721.99,732.06
20070926 07:00:00,731.95,736.29,725.92,728.27
20070927 07:00:00,728.25,735.46,726.67,733.98
20070928 07:00:00,733.88,745.32,728.21,743.00
20071001 07:00:00,744.25,747.38,740.38,746.85
20071002 07:00:00,746.78,747.05,724.04,731.20
20071003 07:00:00,731.10,735.85,725.52,727.47
20071004 07:00:00,727.30,738.45,720.32,737.61
20071005 07:00:00,737.35,743.97,726.76,742.05
20071008 07:00:00,742.07,742.26,730.97,732.83
20071009 07:00:00,732.70,740.13,726.49,737.55
20071010 07:00:00,737.58,745.53,736.78,740.72
20071011 07:00:00,740.66,753.48,739.38,747.47
20071012 07:00:00,747.56,751.81,744.61,749.45
20071015 07:00:00,748.85,759.91,747.23,759.01
20071016 07:00:00,758.88,766.48,753.62,760.11
20071017 07:00:00,760.06,764.65,751.57,754.59
20071018 07:00:00,754.46,768.69,754.07,767.65
20071019 07:00:00,767.65,771.05,757.76,764.55
20071022 07:00:00,764.55,768.05,745.00,753.66
20071023 07:00:00,753.60,760.56,752.36,759.13
20071024 07:00:00,759.08,763.84,753.70,763.39
20071025 07:00:00,763.26,769.19,761.34,768.81
20071026 07:00:00,768.91,785.44,767.83,784.56
20071029 07:00:00,784.85,794.28,783.87,791.41
20071030 07:00:00,791.35,791.92,778.95,781.36
20071031 07:00:00,781.28,796.90,776.47,796.43
20071101 07:00:00,796.39,798.89,783.72,786.86
20071102 07:00:00,786.87,807.64,786.74,806.38
20071105 07:00:00,806.85,810.95,800.47,805.97
20071106 07:00:00,805.89,824.79,805.55,824.35
20071107 07:00:00,824.35,845.33,822.12,830.41
20071108 07:00:00,830.21,845.19,823.37,832.93
20071109 07:00:00,832.91,838.52,826.98,831.34
20071112 07:00:00,831.25,831.59,791.49,792.78
20071113 07:00:00,792.77,808.59,790.03,801.42
20071114 07:00:00,801.38,815.49,799.47,811.35
20071115 07:00:00,811.38,817.79,782.46,787.62
20071116 07:00:00,787.65,797.11,783.56,785.65
20071119 07:00:00,786.23,793.84,774.70,781.52
20071120 07:00:00,781.38,805.70,772.51,802.30
20071121 07:00:00,802.49,806.91,794.42,799.60
20071122 07:00:00,799.46,805.12,797.86,803.99
20071123 07:00:00,804.02,825.43,802.54,823.22
20071126 07:00:00,823.15,836.44,820.83,823.96
20071127 07:00:00,823.93,828.85,807.66,812.00
20071128 07:00:00,811.85,815.32,791.37,803.98
20071129 07:00:00,804.03,807.52,791.92,792.86
20071130 07:00:00,792.99,798.94,778.46,783.12
20071203 07:00:00,783.11,794.04,776.66,793.83
20071204 07:00:00,793.88,804.97,786.72,801.04
20071205 07:00:00,801.03,806.36,790.74,794.86
20071206 07:00:00,794.74,805.24,784.83,801.64
20071207 07:00:00,801.57,804.73,791.30,794.12
20071210 07:00:00,794.39,811.79,793.86,807.70
20071211 07:00:00,807.82,812.79,795.72,796.46
20071212 07:00:00,796.52,816.74,795.42,812.98
20071213 07:00:00,812.99,813.34,791.97,796.75
20071214 07:00:00,796.82,803.20,787.44,794.38
20071217 07:00:00,793.72,798.53,784.76,792.67
20071218 07:00:00,792.62,806.01,790.00,802.25
20071219 07:00:00,802.17,804.32,797.43,801.80
20071220 07:00:00,801.79,802.87,793.10,795.89
20071221 07:00:00,795.64,812.05,795.11,811.12
20071224 07:00:00,810.77,815.07,807.86,811.92
20071225 07:00:00,811.58,812.00,806.21,806.36
20071226 07:00:00,806.40,825.79,806.30,824.05
20071227 07:00:00,824.10,830.96,821.15,825.24
20071228 07:00:00,825.19,840.46,824.37,840.01
20071231 07:00:00,839.92,842.90,829.78,833.10
20080101 07:00:00,833.02,833.32,832.87,833.06
20080102 07:00:00,833.03,860.81,832.94,857.25
20080103 07:00:00,857.14,868.81,852.92,864.63
20080104 07:00:00,864.52,868.35,854.16,858.92
20080107 07:00:00,859.35,864.55,854.91,857.69
20080108 07:00:00,857.62,880.69,856.32,877.40
20080109 07:00:00,877.42,891.04,872.33,878.52
20080110 07:00:00,878.36,894.74,866.15,892.63
20080111 07:00:00,892.65,897.56,887.48,894.75
20080114 07:00:00,895.52,913.92,891.65,903.67
20080115 07:00:00,903.65,913.79,887.17,887.80
20080116 07:00:00,887.81,899.43,874.30,876.69
20080117 07:00:00,876.64,889.68,874.41,877.17
20080118 07:00:00,877.13,888.15,870.11,882.72
20080121 07:00:00,883.97,884.48,860.51,864.56
20080122 07:00:00,864.73,894.04,849.22,891.84
20080123 07:00:00,891.78,895.41,876.16,890.02
20080124 07:00:00,890.02,913.07,888.73,912.42
20080125 07:00:00,912.47,923.30,906.10,913.25
20080128 07:00:00,913.02,928.97,911.15,928.36
20080129 07:00:00,928.01,932.74,919.10,923.20
20080130 07:00:00,923.12,936.38,915.98,928.94
20080131 07:00:00,928.78,929.39,918.25,925.52
20080201 07:00:00,925.47,936.39,903.50,904.91
20080204 07:00:00,909.72,912.50,892.16,903.09
20080205 07:00:00,903.07,906.63,884.39,887.79
20080206 07:00:00,887.59,906.99,885.70,900.00
20080207 07:00:00,899.98,911.00,896.45,910.20
20080208 07:00:00,910.20,922.77,907.27,922.45
20080211 07:00:00,923.25,926.76,915.75,922.94
20080212 07:00:00,922.87,924.37,902.68,905.95
20080213 07:00:00,905.89,910.34,896.08,906.18
20080214 07:00:00,906.07,913.62,901.52,907.53
20080215 07:00:00,907.59,915.21,897.78,901.84
20080218 07:00:00,901.92,907.33,900.04,904.63
20080219 07:00:00,904.65,930.28,904.63,927.31
20080220 07:00:00,927.27,945.34,914.31,944.03
20080221 07:00:00,943.95,953.43,937.70,945.47
20080222 07:00:00,945.33,949.38,935.05,944.71
20080225 07:00:00,944.05,951.68,933.12,939.12
20080226 07:00:00,939.17,950.10,926.37,947.83
20080227 07:00:00,947.89,964.20,947.56,957.76
20080228 07:00:00,957.73,972.32,952.84,970.51
20080229 07:00:00,970.47,975.71,964.85,973.25
20080303 07:00:00,973.42,989.16,972.43,983.47
20080304 07:00:00,983.36,987.74,955.97,963.68
20080305 07:00:00,963.57,992.65,959.28,989.17
20080306 07:00:00,989.15,991.84,965.67,978.45
20080307 07:00:00,978.43,987.49,969.55,972.52
20080310 07:00:00,972.35,980.43,961.15,972.43
20080311 07:00:00,972.38,985.14,965.60,972.94
20080312 07:00:00,972.82,982.83,968.09,982.33
20080313 07:00:00,982.20,999.31,981.13,994.31
20080314 07:00:00,994.31,1006.82,990.38,1002.25
20080317 07:00:00,1000.74,1031.83,994.37,1001.71
20080318 07:00:00,1001.69,1011.77,976.49,981.05
20080319 07:00:00,981.03,996.77,937.06,943.59
20080320 07:00:00,943.69,944.08,904.30,909.66
20080321 07:00:00,909.62,919.00,908.64,918.85
20080324 07:00:00,918.83,926.35,906.23,914.69
20080325 07:00:00,914.64,938.63,911.26,938.28
20080326 07:00:00,938.25,954.13,934.26,953.38
20080327 07:00:00,953.37,954.52,939.95,946.53
20080328 07:00:00,946.51,950.56,923.01,930.73
20080331 07:00:00,929.75,940.38,912.20,915.72
20080401 07:00:00,915.81,920.43,874.07,881.85
20080402 07:00:00,881.87,905.38,881.40,903.87
20080403 07:00:00,903.89,907.90,889.57,902.51
20080404 07:00:00,902.54,914.29,899.98,913.08
20080407 07:00:00,912.66,928.84,910.84,919.32
20080408 07:00:00,919.40,925.29,908.43,914.22
20080409 07:00:00,914.17,935.21,902.84,933.35
20080410 07:00:00,933.36,939.35,921.51,928.25
20080411 07:00:00,928.27,931.42,918.30,924.63
20080414 07:00:00,924.70,930.90,913.86,923.61
20080415 07:00:00,923.62,935.76,922.92,927.24
20080416 07:00:00,927.30,948.37,924.12,943.89
20080417 07:00:00,943.93,952.57,937.04,938.15
20080418 07:00:00,938.19,946.34,904.43,916.10
20080421 07:00:00,915.75,927.99,911.18,916.37
20080422 07:00:00,916.46,924.90,911.53,914.92
20080423 07:00:00,915.03,922.28,896.88,903.51
20080424 07:00:00,903.43,906.00,882.79,885.31
20080425 07:00:00,885.46,895.93,877.59,885.00
20080428 07:00:00,884.92,895.14,884.82,892.34
20080429 07:00:00,892.32,892.92,868.13,869.68
20080430 07:00:00,869.79,878.02,862.16,876.48
20080501 07:00:00,876.77,881.37,846.64,851.51
20080502 07:00:00,851.57,858.73,846.71,855.22
20080505 07:00:00,855.20,873.88,855.08,873.33
20080506 07:00:00,873.53,882.61,870.85,875.89
20080507 07:00:00,875.82,880.88,863.80,868.28
20080508 07:00:00,868.29,885.35,864.97,881.42
20080509 07:00:00,881.37,889.30,870.06,883.66
20080512 07:00:00,883.65,889.35,877.37,881.88
20080513 07:00:00,881.99,885.17,861.02,866.00
20080514 07:00:00,866.00,870.30,859.77,863.18
20080515 07:00:00,863.32,887.03,861.66,881.01
20080516 07:00:00,881.00,904.17,879.51,901.23
20080519 07:00:00,901.07,913.41,900.32,904.43
20080520 07:00:00,904.54,922.61,902.37,918.60
20080521 07:00:00,918.72,932.21,916.09,931.89
20080522 07:00:00,932.07,934.92,916.94,920.60
20080523 07:00:00,920.62,928.16,914.67,923.98
20080526 07:00:00,923.92,928.84,922.86,928.28
20080527 07:00:00,928.06,930.39,904.03,905.23
20080528 07:00:00,905.29,909.42,889.22,900.22
20080529 07:00:00,900.18,902.73,873.13,877.15
20080530 07:00:00,877.38,888.64,870.73,885.47
20080602 07:00:00,885.67,896.98,880.98,890.77
20080603 07:00:00,890.62,896.61,875.25,879.81
20080604 07:00:00,879.83,886.18,875.75,878.58
20080605 07:00:00,878.57,878.66,864.59,876.53
20080606 07:00:00,876.70,901.87,876.17,901.00
20080609 07:00:00,901.15,908.52,890.41,892.09
20080610 07:00:00,892.24,894.46,863.82,866.22
20080611 07:00:00,866.36,882.49,865.79,879.51
20080612 07:00:00,879.64,881.88,857.26,867.37
20080613 07:00:00,867.65,873.95,858.96,870.95
20080616 07:00:00,870.57,894.38,866.39,881.62
20080617 07:00:00,881.73,888.30,874.70,882.14
20080618 07:00:00,882.09,895.52,879.32,893.87
20080619 07:00:00,893.65,908.34,886.18,897.60
20080620 07:00:00,897.27,907.62,895.47,901.07
20080623 07:00:00,900.65,907.02,877.77,883.18
20080624 07:00:00,883.25,893.51,882.28,889.00
20080625 07:00:00,889.06,890.12,873.56,885.33
20080626 07:00:00,885.35,917.59,884.22,916.32
20080627 07:00:00,916.41,930.27,909.94,926.90
20080630 07:00:00,926.95,934.84,918.05,924.83
20080701 07:00:00,924.74,945.82,921.55,939.14
20080702 07:00:00,939.33,945.23,931.43,944.77
20080703 07:00:00,944.73,946.03,928.03,933.95
20080704 07:00:00,934.09,936.00,928.74,932.01
20080707 07:00:00,932.07,932.85,914.64,924.95
20080708 07:00:00,925.07,932.84,912.58,918.85
20080709 07:00:00,919.04,928.45,915.59,927.61
20080710 07:00:00,927.64,947.27,925.16,945.92
20080711 07:00:00,945.93,967.25,941.42,962.99
20080714 07:00:00,963.44,974.90,953.76,971.49
20080715 07:00:00,971.44,987.52,968.76,976.54
20080716 07:00:00,976.63,980.71,957.46,959.13
20080717 07:00:00,959.35,978.22,953.33,956.81
20080718 07:00:00,956.63,964.12,949.78,953.86
20080721 07:00:00,954.05,968.05,953.97,964.41
20080722 07:00:00,964.36,975.69,942.64,945.21
20080723 07:00:00,945.11,948.72,917.19,920.12
20080724 07:00:00,920.07,930.70,916.50,927.21
20080725 07:00:00,927.38,934.84,918.58,928.65
20080728 07:00:00,928.40,932.51,922.36,930.10
20080729 07:00:00,930.18,932.91,914.02,918.42
20080730 07:00:00,918.27,919.32,893.43,905.42
20080731 07:00:00,905.64,924.99,904.82,913.27
20080801 07:00:00,913.18,916.46,901.36,909.79
20080804 07:00:00,909.32,914.83,893.25,893.96
20080805 07:00:00,893.95,895.23,872.16,873.38
20080806 07:00:00,873.43,886.17,872.48,879.00
20080807 07:00:00,878.96,884.53,867.37,872.18
20080808 07:00:00,872.14,873.55,850.50,855.48
20080811 07:00:00,855.07,865.40,818.54,823.10
20080812 07:00:00,823.25,826.34,802.15,811.26
20080813 07:00:00,811.15,829.03,805.23,826.03
20080814 07:00:00,826.07,836.34,804.37,805.76
20080815 07:00:00,805.63,806.55,776.38,786.40
20080818 07:00:00,785.22,803.62,785.16,799.20
20080819 07:00:00,799.04,816.28,782.50,813.71
20080820 07:00:00,813.69,818.06,799.90,812.91
20080821 07:00:00,812.84,838.02,810.63,836.06
20080822 07:00:00,836.08,837.41,820.84,821.88
20080825 07:00:00,821.82,825.34,816.37,821.18
20080826 07:00:00,821.49,829.31,806.63,824.13
20080827 07:00:00,824.19,835.13,821.26,826.02
20080828 07:00:00,826.10,843.57,825.03,833.24
20080829 07:00:00,833.22,838.32,829.01,830.36
20080901 07:00:00,829.55,835.94,815.25,816.78
20080902 07:00:00,816.85,819.53,790.83,804.62
20080903 07:00:00,804.78,808.13,789.11,800.19
20080904 07:00:00,800.38,814.43,793.51,795.56
20080905 07:00:00,795.62,817.76,789.76,802.92
20080908 07:00:00,802.55,817.94,796.75,801.65
20080909 07:00:00,801.77,804.54,775.14,776.71
20080910 07:00:00,776.68,783.12,750.52,751.35
20080911 07:00:00,751.44,757.55,736.11,745.96
20080912 07:00:00,746.04,766.39,745.79,764.29
20080915 07:00:00,763.17,787.23,763.09,785.76
20080916 07:00:00,785.88,789.59,771.58,778.81
20080917 07:00:00,778.73,867.83,773.52,862.90
20080918 07:00:00,862.70,912.91,836.08,852.29
20080919 07:00:00,852.29,875.12,823.76,871.48
20080922 07:00:00,871.97,907.71,861.80,895.95
20080923 07:00:00,896.19,909.07,879.70,890.69
20080924 07:00:00,890.92,900.65,876.16,881.98
20080925 07:00:00,881.92,895.25,863.57,876.96
20080926 07:00:00,876.81,909.02,865.74,877.41
20080929 07:00:00,883.02,922.36,866.42,906.54
20080930 07:00:00,906.52,912.99,855.80,870.21
20081001 07:00:00,870.29,892.86,864.22,870.04
20081002 07:00:00,869.76,875.23,828.81,834.28
20081003 07:00:00,834.32,846.53,820.20,833.34
20081006 07:00:00,834.57,875.26,824.39,858.14
20081007 07:00:00,858.08,890.15,855.77,887.00
20081008 07:00:00,886.85,920.88,877.49,905.55
20081009 07:00:00,905.80,922.89,880.71,910.47
20081010 07:00:00,910.38,929.89,823.91,848.73
20081013 07:00:00,847.12,870.96,821.58,831.24
20081014 07:00:00,831.02,853.43,829.85,835.62
20081015 07:00:00,835.64,855.22,831.04,845.22
20081016 07:00:00,845.02,848.92,784.49,803.16
20081017 07:00:00,803.05,814.00,774.11,781.06
20081020 07:00:00,781.45,809.71,780.68,795.69
20081021 07:00:00,795.53,802.61,765.62,770.51
20081022 07:00:00,770.93,776.47,718.98,729.35
20081023 07:00:00,729.15,734.70,697.71,720.29
20081024 07:00:00,720.20,746.94,682.00,732.49
20081027 07:00:00,732.17,746.44,706.43,729.95
20081028 07:00:00,729.58,754.39,723.35,746.59
20081029 07:00:00,746.36,773.64,737.85,754.24
20081030 07:00:00,754.10,776.32,731.82,738.48
20081031 07:00:00,738.35,741.01,717.10,723.51
20081103 07:00:00,724.21,738.60,720.88,723.25
20081104 07:00:00,723.28,767.20,721.40,761.99
20081105 07:00:00,761.86,768.29,735.82,739.82
20081106 07:00:00,739.69,760.07,728.51,732.23
20081107 07:00:00,732.27,744.76,725.70,734.95
20081110 07:00:00,734.52,766.72,734.41,745.19
20081111 07:00:00,745.38,749.31,726.56,730.72
20081112 07:00:00,730.80,738.58,708.32,711.16
20081113 07:00:00,711.27,738.95,699.72,735.93
20081114 07:00:00,735.59,752.75,724.80,739.98
20081117 07:00:00,741.19,748.79,730.82,737.19
20081118 07:00:00,737.31,745.56,730.79,736.38
20081119 07:00:00,736.52,761.65,731.62,733.45
20081120 07:00:00,733.59,752.00,732.31,745.32
20081121 07:00:00,745.46,801.20,742.47,798.99
20081124 07:00:00,799.27,829.04,785.81,820.49
20081125 07:00:00,820.57,828.82,802.54,820.00
20081126 07:00:00,819.92,822.42,808.50,812.00
20081127 07:00:00,811.99,816.98,808.92,814.50
20081128 07:00:00,814.52,820.07,809.14,817.62
20081201 07:00:00,812.72,818.05,767.67,768.25
20081202 07:00:00,768.32,785.66,761.82,781.39
20081203 07:00:00,781.29,782.75,763.86,773.54
20081204 07:00:00,773.65,782.63,762.21,766.57
20081205 07:00:00,766.41,772.11,740.96,755.91
20081208 07:00:00,755.56,781.21,754.27,771.91
20081209 07:00:00,772.26,779.56,762.33,775.59
20081210 07:00:00,775.75,813.63,773.80,809.46
20081211 07:00:00,809.54,834.07,801.71,819.79
20081212 07:00:00,820.24,828.09,807.17,821.50
20081215 07:00:00,819.62,841.73,819.57,837.27
20081216 07:00:00,837.03,858.89,829.70,857.02
20081217 07:00:00,856.77,881.14,845.96,867.19
20081218 07:00:00,867.07,877.79,848.03,852.16
20081219 07:00:00,852.31,853.65,829.29,836.57
20081222 07:00:00,836.65,851.11,836.25,846.88
20081223 07:00:00,846.96,848.30,829.19,838.53
20081224 07:00:00,838.70,848.18,834.19,845.80
20081225 07:00:00,845.77,846.86,839.14,843.78
20081226 07:00:00,843.73,872.05,841.90,867.06
20081229 07:00:00,866.61,890.02,866.50,879.20
20081230 07:00:00,878.83,883.13,863.62,872.11
20081231 07:00:00,872.36,883.23,855.63,879.84
20090101 07:00:00,879.87,880.29,876.77,879.88
20090102 07:00:00,879.96,886.22,866.97,874.75
20090105 07:00:00,872.95,884.88,844.85,858.55
20090106 07:00:00,858.62,869.33,838.59,863.01
20090107 07:00:00,862.94,866.29,836.47,842.02
20090108 07:00:00,842.12,863.42,835.92,856.23
20090109 07:00:00,856.27,867.68,844.40,852.96
20090112 07:00:00,853.39,855.30,815.00,820.26
20090113 07:00:00,820.02,829.94,813.65,821.03
20090114 07:00:00,821.03,828.81,807.07,810.87
20090115 07:00:00,810.82,820.45,801.83,817.19
20090116 07:00:00,817.02,842.74,815.38,841.53
20090119 07:00:00,842.19,845.30,831.42,835.37
20090120 07:00:00,835.18,865.79,823.39,856.34
20090121 07:00:00,856.19,863.76,843.18,853.26
20090122 07:00:00,853.39,862.30,844.04,856.14
20090123 07:00:00,856.29,902.67,852.08,898.91
20090126 07:00:00,897.90,915.35,888.62,902.67
20090127 07:00:00,902.55,907.00,892.13,898.06
20090128 07:00:00,898.28,902.97,882.52,887.05
20090129 07:00:00,886.84,909.14,874.04,907.91
20090130 07:00:00,907.97,928.79,900.68,926.08
20090202 07:00:00,926.77,926.87,900.74,904.13
20090203 07:00:00,904.20,912.27,889.17,900.00
20090204 07:00:00,899.91,908.46,895.37,904.98
20090205 07:00:00,905.23,923.35,901.69,914.29
20090206 07:00:00,914.03,919.05,903.86,910.70
20090209 07:00:00,912.13,912.49,890.23,893.65
20090210 07:00:00,893.47,917.14,890.58,914.69
20090211 07:00:00,914.70,946.43,910.08,938.59
20090212 07:00:00,938.35,951.83,934.12,945.69
20090213 07:00:00,945.77,946.70,932.03,940.70
20090216 07:00:00,939.14,943.75,935.40,940.69
20090217 07:00:00,940.52,973.37,939.22,969.34
20090218 07:00:00,969.38,986.55,960.58,983.72
20090219 07:00:00,983.75,985.47,968.37,973.56
20090220 07:00:00,973.52,1004.76,969.70,991.87
20090223 07:00:00,997.17,997.34,976.53,990.70
20090224 07:00:00,990.37,994.38,958.96,961.35
20090225 07:00:00,961.57,976.84,943.69,953.28
20090226 07:00:00,952.90,956.11,931.74,945.09
20090227 07:00:00,945.20,961.84,929.29,941.90
20090302 07:00:00,939.64,957.72,921.70,925.48
20090303 07:00:00,925.46,932.31,904.73,915.30
20090304 07:00:00,915.21,922.06,899.58,906.01
20090305 07:00:00,905.80,936.30,904.44,931.60
20090306 07:00:00,931.50,944.18,929.65,938.05
20090309 07:00:00,939.32,941.64,910.65,921.30
20090310 07:00:00,921.03,922.11,890.89,897.18
20090311 07:00:00,897.19,912.61,891.68,908.38
20090312 07:00:00,908.28,930.20,905.27,926.28
20090313 07:00:00,926.15,937.01,918.92,928.65
20090316 07:00:00,926.95,929.23,915.17,922.39
20090317 07:00:00,922.44,927.69,912.08,914.39
20090318 07:00:00,914.55,946.65,883.24,940.43
20090319 07:00:00,940.14,960.83,925.47,959.31
20090320 07:00:00,959.23,966.43,946.06,950.94
20090323 07:00:00,950.62,956.62,934.56,939.25
20090324 07:00:00,939.16,943.77,918.02,924.98
20090325 07:00:00,924.92,939.25,916.95,933.26
20090326 07:00:00,933.05,944.79,931.10,933.53
20090327 07:00:00,933.55,935.66,918.29,921.87
20090330 07:00:00,921.85,931.41,909.25,917.07
20090331 07:00:00,917.07,924.06,911.84,918.69
20090401 07:00:00,918.63,932.36,916.18,926.22
20090402 07:00:00,926.27,928.55,894.47,903.86
20090403 07:00:00,903.87,908.42,890.03,891.80
20090406 07:00:00,892.25,896.36,865.10,868.47
20090407 07:00:00,868.41,884.23,867.82,880.47
20090408 07:00:00,880.26,889.45,878.05,880.29
20090409 07:00:00,880.20,885.92,874.24,878.60
20090410 07:00:00,878.48,883.90,877.20,880.42
20090413 07:00:00,880.42,899.30,880.28,893.03
20090414 07:00:00,893.28,897.91,885.79,889.88
20090415 07:00:00,889.90,898.10,886.66,890.15
20090416 07:00:00,890.43,893.12,871.59,874.79
20090417 07:00:00,874.91,876.25,864.64,867.66
20090420 07:00:00,867.65,887.93,864.33,883.84
20090421 07:00:00,883.81,894.09,878.61,883.26
20090422 07:00:00,883.28,893.01,881.26,889.13
20090423 07:00:00,889.14,908.22,888.82,904.00
20090424 07:00:00,903.99,913.25,901.72,912.22
20090427 07:00:00,911.92,917.94,904.60,905.70
20090428 07:00:00,905.73,906.49,884.72,892.91
20090429 07:00:00,893.00,902.48,887.24,897.39
20090430 07:00:00,897.43,899.59,880.05,887.81
20090501 07:00:00,887.86,889.41,879.62,885.75
20090504 07:00:00,885.52,905.86,883.98,901.33
20090505 07:00:00,901.38,915.23,895.37,896.74
20090506 07:00:00,896.61,911.43,894.48,910.68
20090507 07:00:00,910.79,924.99,909.17,910.27
20090508 07:00:00,910.15,919.14,905.50,915.82
20090511 07:00:00,915.85,917.22,908.82,912.59
20090512 07:00:00,912.75,923.28,911.34,922.33
20090513 07:00:00,922.40,930.08,917.16,925.57
20090514 07:00:00,925.65,928.14,920.25,925.51
20090515 07:00:00,925.56,933.69,922.96,931.05
20090518 07:00:00,930.43,933.23,915.87,917.76
20090519 07:00:00,917.86,928.86,916.56,924.31
20090520 07:00:00,924.27,939.67,923.88,937.93
20090521 07:00:00,938.00,955.72,935.41,952.89
20090522 07:00:00,952.88,960.68,949.32,956.47
20090525 07:00:00,956.10,959.27,952.01,958.45
20090526 07:00:00,958.17,958.44,940.77,951.32
20090527 07:00:00,951.35,958.97,946.25,949.07
20090528 07:00:00,949.18,964.36,943.57,958.77
20090529 07:00:00,958.79,979.77,957.47,978.40
20090601 07:00:00,978.77,988.06,973.20,974.32
20090602 07:00:00,974.27,985.54,968.51,981.22
20090603 07:00:00,981.23,989.29,960.44,962.35
20090604 07:00:00,962.36,981.12,960.31,979.42
20090605 07:00:00,979.48,982.21,952.39,954.78
20090608 07:00:00,955.02,959.59,943.41,951.15
20090609 07:00:00,951.16,960.86,946.88,954.25
20090610 07:00:00,954.24,964.77,947.07,953.80
20090611 07:00:00,953.81,961.44,943.37,954.41
20090612 07:00:00,954.30,957.78,936.53,938.50
20090615 07:00:00,937.72,938.61,925.43,927.72
20090616 07:00:00,927.66,938.90,924.98,934.12
20090617 07:00:00,934.26,939.80,927.66,937.97
20090618 07:00:00,938.04,942.79,929.80,932.50
20090619 07:00:00,932.54,938.54,930.62,933.37
20090622 07:00:00,933.60,934.41,917.88,922.00
20090623 07:00:00,922.13,926.33,913.26,925.28
20090624 07:00:00,925.23,940.28,921.75,930.84
20090625 07:00:00,931.13,939.78,929.56,938.76
20090626 07:00:00,938.66,947.79,936.16,938.93
20090629 07:00:00,938.05,942.27,933.92,937.39
20090630 07:00:00,937.45,944.48,923.44,925.93
20090701 07:00:00,925.95,944.73,925.30,940.06
20090702 07:00:00,940.07,941.36,926.76,929.21
20090703 07:00:00,929.28,933.86,926.88,931.21
20090706 07:00:00,932.11,932.46,920.33,924.57
20090707 07:00:00,924.58,931.26,920.65,924.12
20090708 07:00:00,924.18,924.66,904.49,909.18
20090709 07:00:00,909.11,917.93,905.93,911.56
20090710 07:00:00,911.57,914.98,906.88,912.38
20090713 07:00:00,911.97,922.75,907.46,919.73
20090714 07:00:00,919.84,926.82,917.16,925.10
20090715 07:00:00,925.10,941.46,924.06,938.47
20090716 07:00:00,938.52,939.99,932.55,936.74
20090717 07:00:00,936.83,939.30,931.42,936.83
20090720 07:00:00,936.45,954.68,936.17,948.40
20090721 07:00:00,948.35,953.25,943.79,948.18
20090722 07:00:00,948.12,954.09,944.54,950.74
20090723 07:00:00,950.69,956.92,947.40,948.76
20090724 07:00:00,948.66,953.74,946.06,950.75
20090727 07:00:00,950.10,958.42,947.21,953.26
20090728 07:00:00,953.22,956.18,934.03,937.16
20090729 07:00:00,937.12,940.45,925.01,929.35
20090730 07:00:00,929.41,936.63,927.87,933.95
20090731 07:00:00,933.75,955.04,932.24,953.25
20090803 07:00:00,953.50,961.81,951.53,956.00
20090804 07:00:00,956.02,969.57,950.55,966.31
20090805 07:00:00,966.32,967.61,958.35,963.24
20090806 07:00:00,963.08,971.28,956.15,962.74
20090807 07:00:00,962.64,964.18,953.51,954.24
20090810 07:00:00,953.84,956.41,942.97,945.93
20090811 07:00:00,945.90,949.29,941.82,945.50
20090812 07:00:00,945.39,951.62,939.14,946.57
20090813 07:00:00,946.63,959.83,945.34,954.37
20090814 07:00:00,954.29,958.75,943.48,947.85
20090817 07:00:00,945.62,947.56,929.90,934.10
20090818 07:00:00,934.12,939.49,931.94,937.98
20090819 07:00:00,937.98,944.45,932.08,941.50
20090820 07:00:00,941.45,945.37,937.92,940.05
20090821 07:00:00,940.02,956.54,937.43,953.12
20090824 07:00:00,952.90,956.53,939.75,941.10
20090825 07:00:00,941.29,953.79,940.41,944.19
20090826 07:00:00,944.08,949.58,939.27,945.10
20090827 07:00:00,945.15,949.95,941.63,947.57
20090828 07:00:00,947.54,959.06,946.46,954.25
20090831 07:00:00,954.20,960.15,944.26,950.89
